smiles,cid,Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,Number_of_Rotatable_bonds,BBB
CCNC1(CCCCC1)c1ccccc1,16622,203.32,1,1,3.3,0,12,3,1
C[C@@]12CCC(=O)C=C2CC[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]3(C)C[C@H](O)[C@@H]21,16623,462.5,8,3,1.8,0,138,7,1
CCOC(=O)N(Cc1ccccc1)C1CC1,17298,219.28,2,0,2.5,0,29.5,5,1
CC(O)CC1(CC=C)C(=O)NC(=O)NC1=O,17336,226.23,4,3,0.2,0,95.5,4,1
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,17676,411.6,6,1,2.6,0,72.3,7,1
Cc1nccnc1N1CCCCC1,17860,177.25,3,0,1.5,0,29,1,1
Clc1ccc2c(c1)C(=NCC(=O)N2)c1ccccc1Cl,17925,305.2,2,1,3.1,0,41.5,1,1
O=C1CCC2(CCC(=O)c3ccccc32)C(=O)N1,17928,243.26,3,1,0.7,0,63.2,0,1
CN1C(=S)CN=C(c2ccccc2)c2cc(ccc21)Cl,17931,300.8,2,0,3.6,0,47.7,1,1
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,18104,425.6,6,1,3.1,0,72.3,8,1
Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c1c(cccc1Cl)Cl DICLOXACILLIN,18381,470.3,7,2,2.9,0,138,4,0
Fc1ccc(cc1)C(=O)CCCN1CCN2CCCC2C1,18484,290.38,4,0,2.4,0,23.6,5,1
CCOC(=O)NNC(C)c1ccccc1,18608,208.26,3,2,2,0,50.4,5,1
O=C1NCNC1(c1ccccc1)c1ccccc1,18622,238.28,2,2,2.2,0,41.1,2,1
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,18847,314.4,4,0,4.9,0,41,5,1
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(O)=O CYCLACILLIN,19003,341.4,6,3,1.3,0,138,3,0
CC(C)NNC(=O)COc1ccc(cc1)Cl,19063,242.7,3,2,2,0,50.4,5,1
CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,19094,265.6,3,2,2.1,0,49.7,4,1
NC(=O)OC(C#C)c1ccccc1,19111,175.18,2,1,1.6,0,52.3,3,1
CCCCNCC1COc2cccc(c2O1)OCC,19127,265.35,4,1,2.9,0,39.7,7,1
CC1C2Cc3ccc(cc3C1(C)CCN2CC1CC1)O,19143,271.4,2,1,2.6,0,23.5,2,1
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O)C(O)=O CEFALOGLYCIN,19150,405.4,8,3,-3,0,164,7,0
CCC1(OCC(O1)C1CCCCN1)c1ccccc1,19324,261.36,3,1,2.6,0,30.5,3,1
CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C,19392,327.5,4,0,4.8,0,35,5,1
CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc12,19396,330.4,4,0,3.4,0,49,4,1
CC(Cc1ccccc1)NCCn1cnc2c1C(=O)N(C)C(=O)N2C,19527,341.4,4,1,1.4,0,70.5,6,1
CCC(=O)C1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)N1CCCCC1,19607,388.5,5,0,3.3,0,40.6,8,1
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@@H](O[C@@H](C)[C@]1(O)C=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](N/C(/N)=N)[C@@H](O)[C@@H]1N/C(/N)=N STREPTOMYCIN,19649,581.6,15,12,-8,0,336,9,0
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,19675,410.6,5,1,4,0,69.1,7,1
OCCN1CCCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,19687,451.5,8,1,4.7,0,55.2,6,1
CCC(C)C(CC)C(N)=O,20140,143.23,1,1,1.9,0,43.1,4,1
NC(CC=C)Cc1ccccc1,20254,161.24,1,1,2.5,0,26,4,1
CCCCNC(=O)OCC(C)(CCC)COC(N)=O,20266,274.36,4,2,2.4,0,90.6,11,1
C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc12,20313,293.4,1,0,4.5,0,18.1,3,1
CCC(C(=O)OCCN1CCOC(C1C)c1ccccc1)c1ccccc1,20395,367.5,4,0,4.3,0,38.8,8,1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,20469,408.9,5,3,2.2,0,94.8,2,1
CCCCNCC1COc2ccccc2O1,20504,221.29,3,1,2.5,0,30.5,5,1
OC(C(=O)OCCN1CCCCC1)(c1ccccc1)c1ccccc1,20674,339.4,4,1,3.5,0,49.8,7,1
OCCOC(=O)NCc1ccccc1,20787,195.21,3,2,0.8,0,58.6,5,1
CCCCCCC(C)NN,20811,144.26,2,2,2.4,0,38,6,1
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O CARBENICILLIN,20824,378.4,7,3,1.1,0,149,5,0
CN(C)CCCN1C(=O)N(c2ccccc2)c2cc(ccc12)Cl,20883,329.8,2,0,2.9,0,26.8,5,1
CN(C)CCON=C1c2ccccc2CCc2ccccc12,21087,294.4,3,0,4.3,0,24.8,4,1
CC(=O)Nc1ccc(cc1)OC(=O)c1ccccc1OC(C)=O,21102,313.3,5,1,2.2,0,81.7,6,1
Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c1c(cccc1Cl)F FLUCLOXACILLIN,21319,453.9,8,2,2.6,0,138,4,0
CN(C)CCCC1c2ccccc2Nc2ccc(cc12)Cl,21382,300.8,2,1,4.6,0,15.3,4,1
COC(=O)c1cncn1C(C)c1ccccc1,21474,230.26,3,0,2.7,0,44.1,4,1
Fc1ccc(cc1)C(CCCN1CCN(CCNc2ccccc2)CC1)c1ccc(cc1)F,21693,449.6,5,1,6.1,0,18.5,10,1
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,21700,521,7,1,3,0,107,8,1
CN(C)CCCn1c2c(c3ccccc13)CCCCCC2,21722,284.4,1,0,4.6,0,8.2,4,1
NC(=O)c1cc[n+](cc1)CC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1sccc1)C2=O)C([O-])=O CEFALONIUM,21743,458.5,7,2,0.7,0,190,6,0
C(Cc1cn(c2ccccc12)Cc1ccccc1)c1ccncc1,21770,312.4,1,0,4.7,0,17.8,5,1
CC(CC1c2ccccc2CCc2ccccc12)CN(C)C,21772,293.4,1,0,5.1,0,3.2,4,1
NC1CCCC1c1ccccc1,21786,161.24,1,1,1.9,0,26,1,1
CC1NC(=O)COC1c1ccccc1,21789,191.23,2,1,1.2,0,38.3,1,1
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,21800,504.6,8,1,3.6,0,107,8,1
CC(C)(C)CC(=O)OCC(=O)[C@]12OC(C)(C)O[C@@H]2C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,21826,532.6,8,1,4.8,0,99.1,6,1
ClC(Cl)(Cl)COC(=O)OCC(Cl)(Cl)Cl,21851,324.8,3,0,4.2,0,35.5,4,1
CCC1(N(C)C(=O)NC1=O)c1ccccc1,21908,218.25,2,1,1.5,0,49.4,2,1
CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C,21916,311.5,2,0,5.1,0,12.5,7,1
CCOC(=O)C1(CCN(CCCNc2ccccc2)CC1)c1ccccc1,21950,366.5,4,1,4.5,0,41.6,9,1
CN1CCN(CC1)C1=Nc2ccccc2Sc2ccc(cc12)C,22047,323.5,3,0,3.3,0,44.1,1,1
CN(C)CCN1C(=O)CC(Sc2ccccc12)c1ccccc1,22107,326.5,3,0,3.1,0,48.8,4,1
CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,22308,353.5,3,0,4.3,0,29.5,9,1
OC(C1CC1c1ccncc1)(c1ccccc1)c1ccccc1,23287,301.4,2,1,3.6,0,33.1,4,1
CO[C@H]1C=CO[C@@]2(C)Oc3c(c(c4c(c(cc(c4c3C2=O)O)NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C)O)O)C RIFAMYCIN,23429,697.8,12,6,4.9,0,201,3,0
CN(C)c1cnccn1,23483,123.16,3,0,0.9,0,29,1,1
CNCCCC1(OC(C)(C)c2ccccc12)c1ccccc1,23573,295.4,2,1,3.5,0,21.3,5,1
NC(=O)C1c2ccccc2CCc2ccccc21,23603,237.3,1,1,2.4,0,43.1,1,1
CN(C)CCN1CCN(C1=O)c1cccc(c1)Cl,23728,267.75,2,0,1.7,0,26.8,4,1
CN(C)CCC1(C=Cc2ccccc12)c1ccccc1,23878,263.4,1,0,4.6,0,3.2,4,1
CN1CCN(CCN2CCN(CCCN3c4ccccc4Sc4ccc(cc34)Cl)CC2)C1=O,23896,486.1,5,0,4.2,0,58.6,7,1
CCc1c([nH]c2c1C(=O)C(CC2)CN1CCOCC1)C,23897,276.37,3,1,1.7,0,45.3,3,1
CCc1ccccc1N1C(=Nc2ccccc2C1=O)C,23914,264.32,2,0,2.9,0,32.7,2,1
CN1C(=O)CN2CCc3ccccc3C2c2cc(ccc21)Cl,24107,312.8,2,0,3.3,0,23.6,0,1
CN1C(=O)CN=C(C2=CCCCC2)c2cc(ccc12)Cl,25215,288.77,2,0,3.2,0,32.7,1,1
NC(=O)C1c2ccccc2C=Cc2ccccc21,25255,235.28,1,1,2.9,0,43.1,1,1
OC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(c(c1)C(F)(F)F)Cl,25293,443.9,7,1,4.1,0,40.5,6,1
CNCCOC(c1ccccc1)c1ccccc1C,25315,255.35,2,1,3.3,0,21.3,6,1
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc12,25382,291.4,1,0,5.6,0,3.2,3,1
CN1N=C(N(C)C1=S)c1cccc(c1)F,25431,223.27,3,0,1.9,0,50.9,1,1
CCCCOCC(CN1C(=O)NC(=O)C(CC)(C1=O)c1ccccc1)OC(N)=O,25803,405.4,6,2,2.3,0,128,11,1
CCN(CC)CCOC1(CCCCC1)c1ccc(cc1)Cl,25904,309.9,2,0,4.6,0,12.5,7,1
CC(CN1c2ccccc2Sc2ccc(cc21)C(C)=O)N(C)C,26035,326.5,4,0,4.3,0,48.8,4,1
CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C)C(=O)CO,26133,432.5,6,2,3.2,0,101,6,1
CC(C)(O)C(C)(O)c1cccc(c1)Cl,26369,214.69,2,2,1.8,0,40.5,2,1
CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CC1)C(N)=O)c1ccccc1S2,26388,445.6,6,1,3.1,0,117,6,1
CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,26430,344.5,4,0,5.2,0,57.1,5,1
O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1,26516,276.29,4,1,0.1,0,83.6,1,1
CCNC1(CCCCC1=O)c1sccc1,26533,223.34,3,1,2,0,57.3,3,1
COc1cc(cc(c1OC)OC)C(=O)N1CCCCCCC1,26650,307.4,4,0,3,0,48,4,1
C[C@H](Cc1ccccc1)N(C)CC#C,26757,187.28,1,0,2.8,0,3.2,4,1
CC(Cc1ccccc1)N(C)Cc1occc1,26762,229.32,2,0,3.2,0,16.4,5,1
CCCCCCCCCCOc1c(cc(cc1OC)C(N)=O)OC,26929,337.5,4,1,5.2,0,70.8,13,1
CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,27200,356.2,5,3,-0.3,0,112,6,1
Clc1ccc(cc1)C12CC2C(=O)NC1=O,27361,221.64,2,1,1.3,0,46.2,1,1
CN1CCC(CC1)=C1c2ccsc2CCc2ccccc12,27400,295.4,2,0,3.8,0,31.5,0,1
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O)C(O)=O CEFALEXIN,27447,347.4,6,3,0.6,0,138,4,0
[O-][N+]1=C(c2ccccc2)c2cc(ccc2N=C(C1)NCC1CC1)Cl,27452,339.8,3,1,3.1,0,48.2,3,1
CCC(CC)(CNC(=O)CCCO)c1cccc(c1)OC,27453,293.4,3,2,2.7,0,58.6,9,1
CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1 PENTAPIPERIUM,27490,304.4,2,0,4.2,1,26.3,6,0
CCN(CC)c1ccc(c(c1)C)NC(=O)c1ccccc1N,27761,297.4,3,2,3.8,0,58.4,5,1
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,27918,274.25,3,2,1.1,0,72.2,4,1
CO[C@H]1[C@@H](CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O JOSAMYCIN,28107,828,16,3,2.9,0,206,14,0
CCN(CC)CCn1cnc2c1C(=O)N(C)C(=O)N2C,28329,279.34,4,0,0.3,0,61.7,5,1
OCCCN1CCN(CCCC2c3ccccc3Sc3ccc(cc23)Cl)CC1,28361,417,4,1,4.6,0,52,7,1
CN(C)CCCN1c2ccccc2CC(=O)c2ccccc12,28424,294.4,3,0,3.4,0,23.6,4,1
CNCC12CCC(c3ccccc13)c1ccccc12,28425,249.3,1,1,3.7,0,12,2,1
CCN(CC)CCNC(=O)COc1ccc(cc1)Cl,28554,284.78,3,1,2.6,0,41.6,8,1
CC(Cc1ccccc1)NC(C#N)c1ccccc1,28615,250.34,2,1,3.7,0,35.8,5,1
FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CC1)C1CC1)c1ccccc1S2,28690,433.5,7,0,5.6,0,35,5,1
CN(C)CCCN1C(=O)c2ccccc2c2ccccc12,28692,280.4,2,0,3,0,23.6,4,1
CNCCON=C1c2ccccc2C=Cc2ccccc12,28876,278.3,3,1,4,0,33.6,4,1
CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O CLINDAMYCIN,29029,425,7,4,2.2,0,128,7,0
NC(=O)CN1Cc2ccccc2OC1=O,29083,206.2,3,1,0.2,0,72.6,2,1
CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)c1ccccc1,30131,273.37,3,0,3.1,0,29.5,5,1
COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C(C)=O)O,30323,527.5,11,5,1.8,0,186,4,0
CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(cc2)F)CC1,30429,350.4,5,1,3.1,0,58.6,8,1
C[C@H]1[C@@H](OCCN1C)c1ccccc1,30487,191.27,2,0,1.9,0,12.5,1,1
CC1(C)OC(=O)Nc2ccc(cc12)Br,30630,256.1,2,1,2.4,0,38.3,0,1
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSc1ccncc1)C2=O)C(O)=O CEFAPIRIN,30699,423.5,9,2,-1.1,0,177,8,0
CN(C)CCC(C1CCCCC1)c1ccccc1,31041,245.4,1,0,5.1,0,3.2,5,1
CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc12,31075,294.4,2,1,3.2,0,32.3,5,1
CC1CN(C)CC2Cc3c(ccc4ccccc34)OC12O,31117,283.4,3,1,3.3,0,32.7,0,1
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(ccc21)C(F)(F)F,31157,334.29,5,0,2.4,0,40.6,1,1
CC1OC(C)OC(C)O1,31264,132.16,3,0,0.7,0,27.7,0,1
FC(Br)C(F)(F)F,31300,180.93,4,0,2.6,0,0,0,1
C[C@@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]2C[C@@H](O)[C@]1(O)C(=O)CO,31307,394.4,7,4,1.2,0,115,2,1
CCCC1OC1(CC)C(N)=O,31365,157.21,2,1,0.9,0,55.6,4,1
C[C@@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]2CC[C@]1(O)C(=O)CO,31378,380.4,6,3,1.7,0,94.8,2,1
FC(F)(F)CN1C(=O)CN=C(c2ccccc2)c2cc(ccc21)Cl,31640,352.7,5,0,4,0,32.7,2,1
COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C(=O)CO)O,31703,543.5,12,6,1.3,0,206,5,0
CNCCCC1(C)CN(c2ccccc2)c2ccccc12,31707,280.4,2,1,4.3,0,15.3,5,1
CCN1CCC(C1)=C(c1ccccc1)c1ccccc1,31740,263.4,1,0,4.3,0,3.2,3,1
CN1CCCCC1CCN1c2ccccc2Sc2ccc(cc12)S(C)(=O)=O,31765,402.6,5,0,4.6,0,74.3,4,1
CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C,31767,274.36,4,2,2.6,0,90.6,9,1
C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1 BEVONIUM,31800,354.5,3,1,3.6,1,46.5,6,0
Clc1ccc(cc1Cl)OCC1=NCCN1,32049,245.1,2,1,2.2,0,33.6,3,1
NC1=NC(NC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,32068,357.1,14,2,3.3,0,50.4,0,1
CC1Oc2ccccc2CC1N(C)C,32142,191.27,2,0,2.5,0,12.5,1,1
COc1ccc2c(c1)C(=Cc1ccccc1O2)N1CCN(C)CC1,32226,322.4,4,0,3.6,0,24.9,2,1
COc1ccccc1N1CCN(CC1)CCc1c([nH]c2cc(c(cc12)OC)OC)C,32345,409.5,5,1,4.3,0,50,7,1
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)C(=O)c1ccc(cc1)F,32593,371.4,5,0,4,0,37.4,7,1
CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)C(=O)CCl,32798,467,6,1,3.8,0,80.7,5,1
C[C@@H](N)Cc1ccccc1,32893,135.21,1,1,1.8,0,26,2,1
OC(C1=NCCN1)(c1ccc(cc1)Cl)c1ccccn1,32940,287.74,3,2,1.3,0,57.5,3,1
CNCCCC1(SC(C)(C)c2ccccc12)c1ccccc1,33014,311.5,2,1,4.3,0,37.3,5,1
Cc1sc(nn1)SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cn1cnnn1)C2=O)C(O)=O CEFAZOLIN,33255,454.5,12,2,-0.4,0,235,7,0
C1CNCc2cc3ccccc3n2C1,33471,186.25,1,1,1.5,0,17,0,1
CCn1nc(c2c1C(=NCC(=O)N2)c1ccccc1)C,33474,268.31,3,1,1.8,0,59.3,2,1
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O PIVAMPICILLIN,33478,463.5,8,2,2.9,0,153,9,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(cc3)O)C(=O)N2[C@H]1C(O)=O AMOXICILLIN,33613,365.4,7,4,-2,0,158,4,0
OC1(CCN(CCCC(c2ccc(cc2)F)c2ccc(cc2)F)CC1)c1ccc(c(c1)C(F)(F)F)Cl,33630,524,7,1,7.3,0,23.5,7,1
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(O)=O CARFECILLIN,33672,454.5,7,2,3,0,138,7,0
COc1cccc(c1)[C@@]1(O)CCCC[C@@H]1CN(C)C,33741,263.37,3,1,2.6,0,32.7,4,1
CN1C(=O)CN2C(=O)C=C(C)OC2(c2ccccc2)c2cc(ccc21)Cl,33746,368.8,3,0,3,0,49.8,1,1
CCC1(C(=O)N(COC)C(=O)N(COC)C1=O)c1ccccc1,33925,320.34,5,0,1.5,0,76.2,6,1
CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1 EMEPRONIUM_CARRAGHEENATE,34055,282.4,0,0,4.8,1,0,6,0
CC(C)c1ccc(cc1OCC1=NCCN1)C TYMAZOLINE,34154,232.32,2,1,2.4,0,33.6,4,0
Clc1ccc2c(c1)C(=NCC(=N2)NOCC=C)c1ccccc1Cl,34274,360.2,3,1,3.9,0,46,5,1
NC(=O)N1c2ccccc2CC(=O)c2ccccc12,34312,252.27,2,1,1.7,0,63.4,0,1
C[C@@](Cc1ccc(c(c1)O)O)(NN)C(O)=O CARBIDOPA,34359,226.23,6,5,-2.2,0,116,4,0
Cc1cccc(c1)N1CC(CO)OC1=O,34521,207.23,3,1,1.2,0,49.8,2,1
CN(C)C(=O)COC1c2ccccc2CCc2ccccc12,34624,295.4,2,0,3.1,0,29.5,3,1
C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(ncnc12)N,34755,398.4,10,4,-2.8,0,187,6,1
COc1ccc(c2c1CCCC2N(C)C)Cl,34789,239.74,2,0,3.1,0,12.5,2,1
OC(=O)CCCCCCNC1c2ccccc2CCc2ccccc12,34870,337.5,3,2,2.1,0,49.3,8,1
CN1CCC(CC1)=C1c2ccccc2C(O)c2ccccc12,35758,291.4,2,1,3.1,0,23.5,0,1
Cn1nc(c2c1N(C)C(=O)CN=C2c1ccccc1F)C,35775,286.3,4,0,1.7,0,50.5,1,1
CN(C)C1CCc2[nH]c3ccccc3c2C1,36082,214.31,1,1,2.8,0,19,1,1
CN(C)CC(Oc1ccccc1)Oc1ccccc1,36109,257.33,3,0,3.8,0,21.7,6,1
CN[C@@H]1[C@@H](O)[C@H](OC[C@]1(C)O)O[C@H]1[C@H](N)C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@@H]1O SISOMICIN,36119,447.5,12,8,-5.1,0,214,6,0
CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(O)=O MECILLINAM,36273,325.4,5,1,2.1,0,98.5,3,0
CCOC(=O)c1cncn1C(C)c1ccccc1,36339,244.29,3,0,3,0,44.1,5,1
C1CCN2CC3c4ccccc4CCc4cccc(c43)C2C1,36667,289.4,1,0,4.4,0,3.2,0,1
Fc1ccccc1C1=NCCN(CC(F)(F)F)c2ccc(cc12)Cl,36834,356.7,6,0,5.6,0,15.6,2,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(O)=O)c3cscc3)C(=O)N2[C@H]1C(O)=O TICARCILLIN,36921,384.4,8,3,0.8,0,178,5,0
CC(C)(C)NCC(O)c1ccc(c(c1)NC(N)=O)O CARBUTEROL,36976,267.32,4,5,-0.1,0,108,5,0
CCCCNc1c(cnc2n(ncc12)CC)C(=O)OCC,37015,290.36,5,1,3.1,0,69,8,1
CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(ccc21)Cl,37114,360.8,3,0,2.1,0,49.7,3,1
CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(ccc2N(C)C1=O)Cl,37367,371.8,4,0,2.8,0,62.2,3,1
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c34)[C@@H]2C1,37459,361.5,2,1,5,0,23.5,1,1
CN(C)Cc1nnc2n1c1ccc(cc1C(=NC2)c1ccccc1)Cl,37632,351.8,4,0,1.6,0,46.3,3,1
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(cc23)S(=O)(=O)N(C)C)CC1,37767,714.1,8,0,11.6,0,104,24,1
OC1(c2cccc(c2)Cl)c2ccccc2N2CCCN=C21,37825,298.8,2,1,2.6,0,35.8,1,1
OC(=O)C1CCN1C12CC3CC(CC(C3)C1)C2,37906,235.32,3,1,0.4,0,40.5,2,1
CC(=O)[C@H]1CCC2C3CC[C@H]4C[C@](C)(O)CC[C@]4(C)C3CC[C@@]21C,38022,332.5,2,1,5,0,37.3,1,1
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(O)=O CEFRADINE,38103,349.4,6,3,0.4,0,138,4,0
CNCC(O)CC12CCC(c3ccccc13)c1ccccc21,38207,293.4,2,2,3.6,0,32.3,4,1
Oc1ccc(cc1O)CCNC(=O)C12CC3CC(CC(C3)C1)C2,38361,315.4,3,3,1.9,0,69.6,4,1
CN(C)C1CCc2[nH]c3c(cc(cc3c2C1)F)F,38531,250.29,3,1,3,0,19,1,1
OCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(ccc21)Cl,38668,348.8,5,2,1.6,0,73.1,3,1
Cc1cc(cc(c1O)C(N)=O)Br,38706,230.06,2,2,2.8,0,63.3,1,1
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,39147,309.4,5,4,0.7,0,82,6,0
COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,39186,414.5,6,0,3.1,0,84.4,7,0
CCn1c2ccccc2c2c1C(C)(CCN(C)C)SCC2,39187,302.5,2,0,3.4,0,33.5,4,1
CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,39507,370.5,3,1,3.5,0,54.4,2,1
O=C1NCCCC1N1C(=O)c2ccccc2S1(=O)=O,39528,280.3,4,1,0.5,0,91.9,1,1
CNCCC=C1c2ccccc2C2CC2c2ccccc12,40029,275.4,1,1,3.8,0,12,3,1
Cn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSC(F)(F)F)C2=O)C(O)=O CEFAZAFLUR,40240,470.5,13,2,0.8,0,206,7,0
CN1C(=O)C(O)N=C(c2ccccc2F)c2cc(ccc12)Cl,40344,318.73,4,1,2.3,0,52.9,1,1
Clc1ccc2c(c1)C(=NCC(=O)N2CC#C)c1ccccc1,40391,308.8,2,0,3.1,0,32.7,2,1
CCCSc1ccccc1N1CCN(CCCCN2C(=O)Nc3ccccc3C2=O)CC1,40460,452.6,5,1,4.4,0,81.2,9,1
CCN1C(=O)N(CCCN2CCN(CC2)c2cccc(c2)Cl)N=C1CC,40589,377.9,4,0,3,0,42.4,7,1
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc43)[C@@](C2)(C(=O)OC)c2cc3c(cc2OC)N(C)[C@H]2[C@](O)([C@H](O)[C@]4(CC)C=CCN5CC[C@@]23[C@@H]54)C(N)=O)C1,40839,753.9,10,5,2.7,0,165,7,0
